School_Name,School_Type,Specialisation,Campus_Name,Campus_Type,Campus_Address_Line_1,Campus_Address_Town,Campus_Address_State,Campus_Postcode,School_Phone,School_Website,Managed_Enrolments,Campus_Status,Campus_Year_Levels,primary_2020,year7_2020,year8_2020,year9_2020,year10_2020,year11_2020,year12_2020,DET_Region,type,Zone,Entity_Code,juniorsec_2020,seniorsec_2020,singlesex_2020,specialist_2020
Rushworth P-12 College,Pri/Sec,,Rushworth Secondary Campus,Pri/Sec,45 Heily Street,Rushworth,VIC,"3612",03 5856 1230,http://www.rushworthp-12.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,North West,Shortest path,Yes,"1623801",,,,
Saltwater P-9 College,Pri/Sec,,Saltwater P-9 College,Pri/Sec,Saltwater Promenade,Point Cook,VIC,"3030",,https://www.schoolbuildings.vic.gov.au/schools/Pages/SaltwaterP9College.aspx,,Open,Prep to 6,x,,,,,,,South West,Non standard,Yes,"1830301",,,,
Seymour College,Pri/Sec,,Seymour College Agricultural Block,Alt Ed,52 Delatite Road,Seymour,VIC,"3660",03 5771 1300,https://www.seymourcollege.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1888405",,,,
Seymour College,Pri/Sec,Intellectual Disability (mild to profound),Special Campus,Spec Dev,29-47 Stewart Street,Seymour,VIC,"3660",03 5771 1300,https://www.seymourcollege.vic.edu.au/,,O,Primary to secondary,,,,,,,,North East,NA,No,"1888404",,,,x
Seymour College,Pri/Sec,,Seymour College,Pri/Sec,29-47 Stewart Street,Seymour,VIC,"3660",03 5771 1300,https://www.seymourcollege.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,North East,Shortest path,Yes,"1888401",,,,
Sherbrooke Community School,Pri/Sec,,Sherbrooke Community School,Pri/Sec,311 Mt Dandenong Tourist Road,Sassafras,VIC,"3787",03 9755 2007,http//www.sherbrooke.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1625201",,,,
Springside P-9 College,Pri/Sec,,Springside P-9 College,Pri/Sec,22 Becca Way,Caroline Springs,VIC,"3023",03 9449 6400,http://www.springsidecollege.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1891101",,,,
Swifts Creek P-12 School,Pri/Sec,,Flagstaff Campus,Primary,6855 Great Alpine Road,Swifts Creek,VIC,"3896",03 5159 4366,http://www.swiftscreeksc.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1889202",,,,
Swifts Creek P-12 School,Pri/Sec,,Tambo Campus,Secondary,6840 Great Alpine Road,Swifts Creek,VIC,"3896",03 5159 4366,http://www.swiftscreeksc.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,South East,Shortest path,Yes,"1889201",,,,
Tarneit P-9 College,Pri/Sec,,Tarneit P-9 College,Pri/Sec,21-23 Brinbrook Street,Tarneit,VIC,"3029",03 9749 0506,http://www.tarneitcollege.vic.edu.au/,,Open,Prep to 9,x,x,x,x,,,,South West,Straight line,Yes,"1891401",x,,,
Terang College,Pri/Sec,,P-4 Campus,Primary,6655 Princes Highway,Terang,VIC,"3264",03 5592 1349,http://www.terangcollege.vic.edu.au/,,Open,Prep to 4,x,,,,,,,South West,Shortest path,Yes,"1623602",,,,
Terang College,Pri/Sec,,5-12 Campus,Pri/Sec,45 Strong Street,Terang,VIC,"3264",03 5592 1349,http://www.terangcollege.vic.edu.au/,,Open,5 to 12,,x,x,x,x,x,x,South West,Shortest path,Yes,"1623601",,,,
The Grange P-12 College,Pri/Sec,,The Grange P-12 College,Pri/Sec,30 Deloraine Drive,Hoppers Crossing,VIC,"3029",03 9748 9166,http://www.thegrange.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,South West,Straight line,Yes,"1878301",,,,
The Lakes South Morang P-9 School,Pri/Sec,,Primary Campus,Primary,275 Gordons Road,South Morang,VIC,"3752",03 9401 3919,http://www.thelakes.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1884602",,,,
The Lakes South Morang P-9 School,Pri/Sec,,The Lakes South Morang P-9 School,Pri/Sec,80 Jardier Terrace,South Morang,VIC,"3752",03 9401 3919,http://www.thelakes.edu.au/,,Open,7 to 10,,x,x,x,x,,,North West,Straight line,Yes,"1884601",x,,,
Timbarra P-9 College,Pri/Sec,,Timbarra P-9 College,Pri/Sec,159-197 Parkhill Drive,Berwick,VIC,"3806",03 9704 2744,http://www.timbarraps.vic.edu.au,,Open,Prep to 9,x,,,,,,,South East,Straight line,Yes,"1547901",x,,,
Timboon P-12 School,Pri/Sec,,Timboon P-12 School,Pri/Sec,Bailey Street,Timboon,VIC,"3268",03 5598 3381,http://www.timboonp12.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,South West,Shortest path,Yes,"1626001",,,,
Truganina P-9 College,Pri/Sec,,Truganina P-9 College,Pri/Sec,55 Clearwood Drive,Truganina,VIC,"3029",03 9368 9800,https://truganinap9.vic.edu.au/,,Open,Prep to 9,x,x,x,x,,,,South West,Straight line,Yes,"1550101",x,,,
Tyrrell College,Pri/Sec,,Tyrrell College,Pri/Sec,10 Sutcliff Street,Sea Lake,VIC,"3533",03 5070 2106,http://www.tyrrell.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,North West,Shortest path,Yes,"1540301",,,,
Victorian School Of Languages,Pri/Sec,,Victorian School Of Languages,Misc,315 Clarendon Street,Thornbury,VIC,"3071",03 9474 0500,http://www.vsl.vic.edu.au,,O,,,,,,,,,North West,NA,No,"1635901",,,,
Virtual School Victoria,Pri/Sec,,Virtual School Victoria,Misc,315 Clarendon Street,Thornbury,VIC,"3071",03 8480 0000,http://www.distance.vic.edu.au/,,O,,,,,,,,,North West,NA,No,"1626101",,,,
Wedderburn College,Pri/Sec,,Wedderburn College,Pri/Sec,15-29 Hospital Street,Wedderburn,VIC,"3518",03 5494 3011,http://www.wedderburn-college.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,North West,Shortest path,Yes,"1626201",,,,
Werrimull P-12 School,Pri/Sec,,Werrimull P-12 School,Pri/Sec,5 McDonald Street,Werrimull,VIC,"3496",03 5028 1251,http://www.werrp12.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,North West,Shortest path,Yes,"1625701",,,,
Wodonga Middle Years College,Pri/Sec,,HighWater Campus,Alt Ed,"Gateway Village, Lincoln Causeway",Wodonga,VIC,"3690",02 6057 9000,http://www.wmyc.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1885104",,,,
Wodonga Middle Years College,Pri/Sec,,Felltimber Campus,Secondary,8 Hedgerow Court,West Wodonga,VIC,"3690",02 6057 9000,http://www.wmyc.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1885102",,,,
Wodonga Middle Years College,Pri/Sec,,Flying Fruit Fly Circus School,Pri/Sec,8 Hedgerow Court,Wodonga,VIC,"3690",02 6057 9000,http://www.wmyc.vic.edu.au/,,O,,,,,,,,,North East,NA,No,"1885103",,,,
Wodonga Middle Years College,Pri/Sec,,Huon Campus,Secondary,22-24 Mitchell Street,Wodonga,VIC,"3690",02 6057 9000,http://www.wmyc.vic.edu.au/,,Open,7 to 9,,x,x,x,,,,North East,Shortest path,Yes,"1885101",x,,,
Wycheproof P-12 College,Pri/Sec,,Wycheproof P-12 College,Pri/Sec,McKenzie Crescent,Wycheproof,VIC,"3527",03 5493 7409,http://www.wychep12.vic.edu.au/,,Open,Prep to 12,x,x,x,x,x,x,x,North West,Shortest path,Yes,"1883101",,,,
Yarrawonga College P-12,Pri/Sec,,Pinniger Street Campus,Secondary,2-24 Pinniger Street,Yarrawonga,VIC,"3730",03 5744 1751,https://yarrawonga.vic.edu.au/,,Open,7 to 12,,x,x,x,x,x,x,North East,Shortest path,Yes,"1888301",,,,
Yarrawonga College P-12,Pri/Sec,,Gilmore Street Campus,Pri/Sec,8 Gilmore Street,Yarrawonga,VIC,"3730",03 5744 1751,https://yarrawonga.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1888303",,,,
Yuille Park P-8 Community College,Pri/Sec,,Young Parents Campus,Alt Ed,102 Leawarra Crescent,Delacombe,VIC,"3356",03 5339 5555,#N/A,,O,,,,,,,,,South West,NA,No,"1552003",,,,
Yuille Park P-8 Community College,Pri/Sec,,Yuille Campus,Pri/Sec,McKenzie Drive,Wendouree,VIC,"3355",03 5339 5555,#N/A,,O,,,,,,,,,South West,NA,No,"1552002",,,,
Yuille Park P-8 Community College,Pri/Sec,,Grevillea Campus,Pri/Sec,39 Violet Grove,Wendouree,VIC,"3355",03 5339 5555,http://www.yuilleparkcc.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1552001",,,,
Abbotsford Primary School,Primary,,Abbotsford Primary School,Primary,Lithgow Street,Abbotsford,VIC,"3067",03 9428 5977,http://www.abbotsfordps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1188601",,,,
Aberfeldie Primary School,Primary,,Aberfeldie Primary School,Primary,1 Doone Street,Essendon,VIC,"3040",03 9337 8084,http://www.aberfeldieps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1422001",,,,
Ainslie Parklands Primary School,Primary,,Ainslie Parklands Primary School,Primary,Hinkley Ave,Croydon,VIC,"3136",03 9870 1566,http://www.croydonwestps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1487901",,,,
Aireys Inlet Primary School,Primary,,Aireys Inlet Primary School,Primary,Anderson Street,Aireys Inlet,VIC,"3231",03 5289 7144,http://aireysinletps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1556601",,,,
Airly Primary School,Primary,,Airly Primary School,Primary,226 Airly Estate Road,Airly,VIC,"3851",03 5149 8251,http://www.airlyps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1416901",,,,
Aitken Creek Primary School,Primary,,Aitken Creek Primary School,Primary,51-81 Grevillea Street,Craigieburn,VIC,"3064",03 8338 3700,http://www.aitkencreekps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1552201",,,,
Aitken Hill Primary School,Primary,,Aitken Hill Primary School,Primary,2 Rhyolite Drive,Craigieburn,VIC,"3064",03 8377 1000,https://www.schoolbuildings.vic.gov.au/schools/Pages/AitkenHillPrimarySchool.aspx,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1556701",,,,
Albanvale Primary School,Primary,,Albanvale Primary School,Primary,54-64 Diamond Avenue,Albanvale,VIC,"3021",03 9367 2197,https://www.albanvaleps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1517901",,,,
Albany Rise Primary School,Primary,,Albany Rise Primary School,Primary,Albany Drive,Mulgrave,VIC,"3170",03 9547 1146,http://www.albanyrise-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1542701",,,,
Albert Park Primary School,Primary,,Albert Park Primary School,Primary,Bridport Street,Albert Park,VIC,"3206",03 9699 9090,http://www.albertparkps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Non standard,Yes,"1118101",,,,
Alberton Primary School,Primary,,Alberton Primary School,Primary,21 Thomson Street,Alberton,VIC,"3971",03 5183 2412,http://www.albertonps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1000101",,,,
Albion North Primary School,Primary,,Albion North Primary School,Primary,67-73 Furlong Road,Sunshine North,VIC,"3020",03 9312 5900,http://www.albionnorthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1485501",,,,
Albion Primary School,Primary,,Albion Primary School,Primary,Adelaide Street,Albion,VIC,"3020",03 9311 1325,http://www.albionps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1426501",,,,
Aldercourt Primary School,Primary,,Aldercourt Primary School,Primary,Silver Avenue,Frankston North,VIC,"3200",03 9786 4488,http://www.aldercourtps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1504301",,,,
Alexandra Primary School,Primary,,Alexandra Primary School,Primary,15 Webster Street,Alexandra,VIC,"3714",03 5772 1006,https://www.alexandraprimaryschool.com/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1091201",,,,
Alfredton Primary School,Primary,,Alfredton Primary School,Primary,89a Cuthberts Road,Alfredton,VIC,"3350",03 5334 1572,http://www.alfredtonps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1109101",,,,
Allansford and District Primary School,Primary,,Allansford and District Primary School,Primary,Frank Street,Allansford,VIC,"3277",03 5565 1382,https://www.allansford-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1000301",,,,
Alphington Primary School,Primary,,Alphington Primary School,Primary,Yarralea Street,Alphington,VIC,"3078",03 9499 2200,http://www.alphinps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1359901",,,,
Altona Green Primary School,Primary,,Altona Green Primary School,Primary,240 Victoria Street,Altona Meadows,VIC,"3028",03 9360 0777,http://www.altonagreen.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1528701",,,,
Altona Meadows Primary School,Primary,,Altona Meadows Primary School,Primary,78-88 Alma Avenue,Altona Meadows,VIC,"3028",03 9369 1288,http://www.amps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1517201",,,,
Altona North Primary School,Primary,,Altona North Primary School,Primary,51 Cresser Street,Altona North,VIC,"3025",03 9391 4572,http://www.altonanorthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1493101",,,,
Altona Primary School,Primary,,Altona Primary School,Primary,109 Blyth Street,Altona,VIC,"3018",03 9398 2925,http://www.altonaps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1392301",,,,
Alvie Consolidated School,Primary,,Alvie Consolidated School,Primary,40 Wool Wool Rd,Alvie,VIC,"3249",03 5234 8256,http://www.alvie-cs.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1620101",,,,
Amphitheatre Primary School,Primary,,Amphitheatre Primary School,Primary,16 School Road,Amphitheatre,VIC,"3468",03 5466 2223,http://www.amphips.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1163701",,,,
Amsleigh Park Primary School,Primary,,Amsleigh Park Primary School,Primary,17 State Street,Oakleigh East,VIC,"3166",03 9544 1553,http://www.amsleighpark.com/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1542801",,,,
Anakie Primary School,Primary,,Anakie Primary School,Primary,2125-2135 Ballan Road,Anakie,VIC,"3213",03 5284 1291,http://www.anakieps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1191001",,,,
Andersons Creek Primary School,Primary,,Andersons Creek Primary School,Primary,36-42 Drysdale Road,Warrandyte,VIC,"3113",03 9844 2757,http://www.andersonscreekps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1510401",,,,
Anglesea Primary School,Primary,,Anglesea Primary School,Primary,85 Camp Road,Anglesea,VIC,"3230",03 5263 1231,http://www.angleseaps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1433201",,,,
Antonio Park Primary School,Primary,,Antonio Park Primary School,Primary,631-639 Whitehorse Road,Mitcham,VIC,"3132",03 9874 4371,http://www.antoniops.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1484401",,,,
Apollo Parkways Primary School,Primary,,Apollo Parkways Primary School,Primary,31-43 Civic Drive,Greensborough,VIC,"3088",03 9433 1300,http://web.apolloparkps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1518401",,,,
Appin Park Primary School,Primary,,Appin Park Primary School,Primary,149 Appin Street,Wangaratta,VIC,"3677",03 5722 1326,http://www.appinparkps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1520701",,,,
Apsley Primary School,Primary,,Apsley Primary School,Primary,46 Laidlaw Street,Apsley,VIC,"3319",03 5586 1231,https://www.apsley-ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1120801",,,,
Araluen Primary School,Primary,,Araluen Primary School,Primary,Patten Street,Sale,VIC,"3850",03 5144 2111,http://www.araluenps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1502101",,,,
Ararat North Primary School,Primary,,Ararat North Primary School,Primary,66 Blake Street,Ararat,VIC,"3377",03 5352 3766,http://www.anps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1499501",,,,
Ararat Primary School,Primary,,Ararat Primary School,Primary,70 - 78 Moore Street,Ararat,VIC,"3377",03 5352 1253,http://www.araratps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1080001",,,,
Ararat West Primary School,Primary,,Ararat West Primary School,Primary,Kneebone Street,Ararat,VIC,"3377",03 5352 1909,http://www.araratwestps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1472001",,,,
Ardeer Primary School,Primary,,Ardeer Primary School,Primary,Suspension Street,Ardeer,VIC,"3022",03 9363 1194,https://www.ardeerps.vic.edu.au/web/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1484801",,,,
Ardeer South Primary School,Primary,,Ardeer South Primary School,Primary,59-75 Murray Street,Sunshine West,VIC,"3020",03 9363 2768,http://www.ardeersthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1506401",,,,
Ardmona Primary School,Primary,,Ardmona Primary School,Primary,580 Turnbull Road,Ardmona,VIC,"3629",03 5829 0273,http://www.ardmonaps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1156301",,,,
Armadale Primary School,Primary,,Armadale Primary School,Primary,9-23 Densham Road,Armadale,VIC,"3143",03 9822 7003,http://www.armadaleps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1263401",,,,
Armstrong Creek School,Primary,Specialist Inclusion Hub,Specialist P-12 Campus,,100 Central Boulevard,Armstrong Creek,VIC,"3217",03 5218 5100,http://www.armstrongcreekschool.vic.edu.au/,,O,,,,,,,,,South West,NA,No,"1556402",,,,x
Armstrong Creek School,Primary,,Armstrong Creek School,Primary,100 Central Boulevard,Armstrong Creek,VIC,"3217",03 5218 5100,http://www.armstrongcreekschool.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1556401",,,,
Armstrong Creek West P-6 School  (interim name),Primary,,Armstrong Creek West P-6 School  (interim name),Primary,80 Unity Drive,Mount Duneed,VIC,"3216",#N/A,https://www.schoolbuildings.vic.gov.au/schools/Pages/ArmstrongCreekWestPrimarySchool.aspx,,Opening 2020,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1557101",,,,
Arnolds Creek Primary School,Primary,,Arnolds Creek Primary School,Primary,59 Claret Ash Boulevard,Melton West,VIC,"3337",03 9732 8300,http://arnoldscreekps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1555701",,,,
Arthurs Creek Primary School,Primary,,Arthurs Creek Primary School,Primary,900 Arthurs Creek Road,Arthurs Creek,VIC,"3099",03 9714 8204,http://www.acps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1166601",,,,
Ascot Vale Primary School,Primary,,Ascot Vale Primary School,Primary,Bank Street,Ascot Vale,VIC,"3032",03 9370 6507,http://www.avps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1260801",,,,
Ascot Vale West Primary School,Primary,,Ascot Vale West Primary School,Primary,Langs Rd,Ascot Vale,VIC,"3032",03 9370 8784,http://www.avwps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1402501",,,,
Ashburton Primary School,Primary,,Ashburton Primary School,Primary,Fakenham Road,Ashburton,VIC,"3147",03 9885 2559,http://www.ashburtonps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1431701",,,,
Ashby Primary School,Primary,,Ashby Primary School,Primary,2 Lawton Avenue,Geelong West,VIC,"3218",03 5223 1291,http://www.ashbyps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1149201",,,,
Ashley Park Primary School,Primary,,Ashley Park Primary School,Primary,105 Orchard Road,Doreen,VIC,"3754",03 8776 0200,https://www.ashleyparkps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Non standard,Yes,"1556901",,,,
Aspendale Gardens Primary School,Primary,,Aspendale Gardens Primary School,Primary,96 Kearney Drive,Aspendale Gardens,VIC,"3195",03 9587 0877,http://www.agps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1530101",,,,
Aspendale Primary School,Primary,,Aspendale Primary School,Primary,23 Laura Street,Aspendale,VIC,"3195",03 9580 3255,http://www.aspendale.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1419301",,,,
Athol Road Primary School,Primary,,Athol Road Primary School,Primary,159-167 Athol Road,Springvale South,VIC,"3172",03 9547 1224,http://www.atholroadps.vic.edu.au/index.html,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1553601",,,,
Auburn Primary School,Primary,,Auburn Primary School,Primary,51 Rathmines Road,Hawthorn East,VIC,"3123",03 9882 7035,http://www.auburnps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1294801",,,,
Auburn South Primary School,Primary,,Auburn South Primary School,Primary,419 Tooronga Road,Hawthorn East,VIC,"3123",03 9882 2140,http://www.auburnsthps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1418301",,,,
Avenel Primary School,Primary,,Avenel Primary School,Primary,40 Anderson Street,Avenel,VIC,"3664",03 5796 2264,http://www.avenelps.vic.edu.au,,Open,Prep to 6,x,,,,,,,North East,Shortest path,Yes,"1000801",,,,
Avoca Primary School,Primary,,Avoca Primary School,Primary,118 Barnett Street,Avoca,VIC,"3467",03 5465 3176,http://www.avocaps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1000401",,,,
Avondale Primary School,Primary,,Avondale Primary School,Primary,Clarendon St,Avondale Heights,VIC,"3034",03 9318 1755,http://www.avondaleps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1481201",,,,
Axedale Primary School,Primary,,Axedale Primary School,Primary,81 High Street,Axedale,VIC,"3551",03 5439 7232,http://www.axedaleps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North West,Straight line,Yes,"1100801",,,,
Bacchus Marsh Primary School,Primary,,Bacchus Marsh Primary School,Primary,56-62 Lerderderg Street,Bacchus Marsh,VIC,"3340",03 5367 2745,http://www.bacchusmarshps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1002801",,,,
Badger Creek Primary School,Primary,,Badger Creek Primary School,Primary,Badger Creek Rd,Healesville,VIC,"3777",03 5962 4019,http://www.badgerps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,North East,Straight line,Yes,"1330901",,,,
Bairnsdale Primary School,Primary,,Bairnsdale Primary School,Primary,330 - 370 Main Street,Bairnsdale,VIC,"3875",03 5152 4395,http://www.bairnsdale754ps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1075401",,,,
Bairnsdale West Primary School,Primary,,Bairnsdale West Primary School,Primary,Cnr Wallace & Mckean Streets,Bairnsdale,VIC,"3875",03 5152 3516,http://www.bwestps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South East,Shortest path,Yes,"1472501",,,,
Ballam Park Primary School,Primary,,Ballam Park Primary School,Primary,Belar Avenue,Frankston,VIC,"3199",03 9789 5614,http://www.ballamparkps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South East,Straight line,Yes,"1500501",,,,
Ballan Primary School,Primary,,Ballan Primary School,Primary,8-14 Duncan Street,Ballan,VIC,"3342",03 5368 1072,http://www.ballanps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1143501",,,,
Ballarat North Primary School,Primary,,Ballarat North Primary School,Primary,513 Landsborough Street,Ballarat,VIC,"3350",03 5333 3387,http://www.ballaratnthps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1469001",,,,
Ballarat Primary School (Dana Street),Primary,,Ballarat Primary School (Dana Street),Primary,401 Dana Street,Ballarat,VIC,"3350",03 5332 1301,http://www.danaps.vic.edu.au,,Open,Prep to 6,x,,,,,,,South West,Straight line,Yes,"1003301",,,,
Balliang East Primary School,Primary,,Balliang East Primary School,Primary,4 School Road,Balliang East,VIC,"3340",03 5369 5148,http://www.balliangeastps.vic.edu.au/,,Open,Prep to 6,x,,,,,,,South West,Shortest path,Yes,"1378701",,,,
